39580,Isabella,24,97856.0,865.0
35547,Hendrix,22,113676.0,844.0
39536,Isla,21,104586.0,759.0
32768,Wyatt,20,115408.0,843.0
45631,Jamal,21,83157.0,723.0
49466,Liam,20,104788.0,772.0
36293,Giuliana,23,104213.0,899.0
24143,Elsie,22,101914.0,813.0
635,Rohan,19,73518.0,654.0
29571,Hallie,23,104290.0,756.0
22743,Kashton,18,112297.0,840.0
4671,Brayden,22,108795.0,777.0
44708,Lilah,18,101282.0,809.0
1396,Rohan,21,121756.0,924.0
9565,Briggs,20,101161.0,763.0
26120,Eden,22,87768.0,675.0
31880,Aliana,20,107389.0,782.0
14075,Charlie,22,98572.0,783.0
22092,Matthew,23,92237.0,758.0
4750,Madelyn,23,98206.0,747.0
39440,Zyaire,22,104754.0,827.0
29149,Ryder,21,113447.0,839.0
11302,Zayd,20,89047.0,787.0
24299,Zeke,23,114152.0,791.0
29402,Rosalie,23,83419.0,710.0
12142,Aviana,23,91666.0,755.0
11136,Ruby,22,119107.0,953.0
29262,Norah,24,92414.0,739.0
33485,Liam,18,116901.0,940.0
9242,Willow,23,124263.0,853.0
27351,Shane,22,133348.0,1071.0
32612,Kylan,24,112336.0,885.0
43722,Zion,24,87794.0,613.0
16469,Nova,22,98959.0,811.0
42304,Luka,22,103730.0,789.0
43445,Chloe,24,97208.0,815.0
23006,Ashley,20,103674.0,691.0
3828,Matthew,19,100061.0,881.0
9335,Graham,19,113910.0,887.0
49957,Gracie,23,103895.0,748.0
29607,Priscilla,22,132404.0,1015.0
39605,David,23,85036.0,705.0
14333,Rohan,22,113229.0,851.0
20773,Amara,21,87331.0,649.0
4638,Ivy,20,102751.0,685.0
48264,Ryder,22,88392.0,715.0
2207,Avianna,19,109844.0,839.0
17635,Sophie,19,106585.0,899.0
42818,Amaya,20,102361.0,844.0
20042,Catalina,19,100216.0,813.0
22153,Brooklyn,23,110780.0,810.0
17502,Anne,20,96341.0,711.0
39682,Willow,18,105689.0,868.0
32823,Kennedy,23,98882.0,796.0
22543,Elaine,20,119367.0,972.0
19933,Brayden,20,110078.0,772.0
48377,Ada,22,83408.0,724.0
19144,Lincoln,23,109379.0,712.0
48307,Blake,24,117135.0,832.0
31770,Noel,19,95615.0,769.0
29122,Ana,19,103831.0,827.0
16418,Braxton,24,94226.0,749.0
22620,Dawson,18,98384.0,757.0
24030,Lucius,19,103355.0,817.0
353,Leon,19,102489.0,787.0
13736,Lily,18,77865.0,576.0
20525,Amber,21,116201.0,956.0
2274,Cristian,23,105911.0,817.0
8398,Jackson,23,104396.0,752.0
49448,Tatum,18,117066.0,866.0
1473,Anders,19,98157.0,792.0
7774,Quinn,22,111015.0,891.0
30102,Conrad,22,100332.0,731.0
30521,Nicholas,22,83107.0,675.0
37538,Dakota,18,104757.0,856.0
8146,Blake,19,83253.0,695.0
43540,Bryson,24,84160.0,706.0
42750,Lucy,20,83187.0,702.0
8317,Ansley,18,95136.0,694.0
28202,Wyatt,21,108646.0,896.0
15136,Ailani,21,90800.0,723.0
1856,Hazel,22,86027.0,692.0
10240,Asa,21,74040.0,506.0
40700,Daxton,23,107032.0,931.0
11978,Caden,23,89199.0,741.0
34286,John,23,85593.0,745.0
9496,Blake,23,102007.0,881.0
32662,Madden,18,102176.0,834.0
36317,Giovanna,22,82152.0,717.0
47437,Calvin,19,96683.0,794.0
19850,Layla,22,106245.0,868.0
26483,Felix,19,126335.0,938.0
8628,Max,20,106111.0,797.0
33749,Abel,20,93801.0,850.0
22076,Benjamin,21,91538.0,768.0
48149,Andrea,20,87102.0,762.0
18250,Renata,23,128285.0,901.0
16244,Maxwell,22,103270.0,839.0
31735,Ariella,24,95781.0,805.0
31531,Freya,19,76861.0,624.0
17242,Angelina,24,99855.0,710.0
28769,Liv,18,108387.0,908.0
9740,Haven,18,93018.0,728.0
6145,Isaac,22,97720.0,789.0
14442,Tatum,20,104111.0,839.0
14609,Kylie,24,118641.0,888.0
25716,Orion,19,104011.0,868.0
48311,Kaia,24,100100.0,859.0
22957,Ayden,23,97534.0,856.0
45155,Catalina,23,101204.0,738.0
42953,Emerson,23,87895.0,621.0
1529,Benjamin,21,109267.0,944.0
21709,Lachlan,20,130118.0,994.0
12944,Benjamin,22,90984.0,754.0
42573,Kieran,22,97538.0,702.0
17546,Carter,19,80596.0,684.0
31271,Ellie,21,86160.0,632.0
958,River,20,102481.0,876.0
44790,Duke,21,107913.0,786.0
8862,Theo,21,97970.0,779.0
31521,Celeste,21,101615.0,847.0
14866,Talon,21,102530.0,823.0
22053,Melanie,24,101926.0,851.0
4718,Nevaeh,22,126583.0,981.0
13312,Tristan,21,113496.0,971.0
44721,Gunner,19,114705.0,932.0
23936,Zion,19,112020.0,951.0
19292,Bennett,22,86847.0,764.0
43300,Harvey,24,93912.0,799.0
45546,Elyse,18,92246.0,734.0
13608,Lilliana,20,111244.0,854.0
20724,Jonah,21,102406.0,738.0
4345,Callie,20,109226.0,855.0
29910,Ryder,24,77935.0,626.0
44259,Colton,20,117432.0,990.0
23908,Landen,22,102225.0,884.0
11470,Andrew,23,95146.0,870.0
44157,Ethan,24,96374.0,743.0
761,Nicole,21,90911.0,776.0
41787,Nylah,22,109040.0,954.0
27818,Alison,19,110906.0,837.0
43048,Alayna,20,103846.0,866.0
20302,Nova,20,102006.0,786.0
7729,Lincoln,20,97303.0,875.0
9264,Sophie,24,97306.0,716.0
31947,Colter,21,95794.0,774.0
10261,Kaia,23,94376.0,790.0
41569,Bo,24,122148.0,944.0
13195,Jane,24,105372.0,882.0
22965,Cooper,20,106812.0,897.0
10495,Lia,22,106540.0,805.0
31340,Bentley,23,88242.0,766.0
47580,Journey,19,91461.0,719.0
31968,Ava,22,119223.0,838.0
49605,Aaliyah,21,113402.0,875.0
24428,Addison,23,93658.0,744.0
4110,Roman,18,82648.0,687.0
1888,Natalia,24,96476.0,768.0
31168,Kohen,21,94701.0,693.0
48316,Foster,23,110211.0,912.0
42418,Caden,23,88684.0,710.0
2198,Darius,22,99122.0,748.0
47307,Levi,18,100487.0,690.0
14854,Talon,24,100514.0,800.0
26134,Aspen,22,96375.0,828.0
38547,Ruben,21,93765.0,796.0
47128,Ansley,18,81937.0,717.0
4587,Daniel,20,126073.0,941.0
1135,Paige,19,89789.0,825.0
5934,Jedidiah,23,108272.0,870.0
46611,Emery,20,99504.0,824.0
1019,Jane,19,93245.0,768.0
29517,Jett,22,115116.0,881.0
24105,Harper,21,110346.0,897.0
25818,Ariella,23,91346.0,687.0
12982,Wyatt,24,114201.0,919.0
36464,Charleigh,18,92038.0,735.0
4615,Levi,24,101177.0,896.0
44329,Blaine,18,124248.0,920.0
21860,Elsie,20,83115.0,676.0
5279,Alianna,18,109053.0,917.0
27887,Theo,20,97169.0,739.0
37433,Hailey,19,122609.0,938.0
16479,Celine,20,96313.0,735.0
45907,Patrick,20,101831.0,847.0
26527,Hallie,23,100237.0,781.0
49583,Ariana,19,105400.0,847.0
3661,Lawson,24,101071.0,875.0
5702,Tristan,19,118833.0,927.0
28297,Aaliyah,24,114026.0,790.0
7318,Emerson,23,114013.0,873.0
8700,Augustine,23,95293.0,775.0
35637,Rocco,24,105858.0,838.0
12838,Kellen,19,89901.0,787.0
6659,Remi,22,117573.0,862.0
11040,Luna,21,101744.0,833.0
6403,Titus,24,104126.0,840.0
20944,Kylo,24,93748.0,719.0
29934,Calvin,24,96968.0,787.0
48832,Madeline,21,96402.0,705.0
16798,Aria,19,87622.0,719.0
7009,Sarah,24,96594.0,751.0
18319,Andrew,22,106189.0,933.0
22607,Adeline,20,108213.0,833.0
26381,Dillon,21,91520.0,789.0
10142,Dakota,18,108485.0,821.0
49867,Carmen,23,100018.0,646.0
12436,Aspen,24,89555.0,717.0
47515,Dexter,23,99094.0,754.0
28855,Lennon,19,96441.0,739.0
30319,Samara,18,107955.0,802.0
23842,Colt,22,114947.0,884.0
21933,Emiliano,19,89823.0,725.0
49120,Sabrina,24,73531.0,626.0
38386,Rosie,23,109144.0,865.0
15383,Bryson,23,88289.0,663.0
44425,Ruben,18,111446.0,897.0
21654,Faith,23,121461.0,890.0
37262,Enoch,23,97062.0,799.0
35211,Rhett,24,74133.0,637.0
44216,Aurora,24,77659.0,714.0
32089,Ayden,24,98903.0,742.0
18582,Serena,24,92276.0,787.0
25994,Skylar,24,84671.0,700.0
4963,Kylo,19,101779.0,749.0
11671,Catalina,20,109989.0,1062.0
17129,Cade,21,108745.0,840.0
38482,Alayna,18,99020.0,882.0
8800,Colby,23,93860.0,837.0
44881,Tiffany,22,119819.0,891.0
40061,Braden,22,106893.0,761.0
29598,Chandler,21,84656.0,735.0
25395,Alexis,22,100735.0,919.0
21880,Mckinley,18,104741.0,773.0
3090,Violet,24,91820.0,684.0
31166,Giovani,19,85098.0,803.0
20987,Ainsley,20,110222.0,887.0
44438,Josie,23,123809.0,966.0
41977,Arianna,22,98532.0,760.0
1348,Thatcher,23,101220.0,754.0
46329,Thea,22,100073.0,901.0
41809,Lina,19,90347.0,718.0
16104,Parker,21,69462.0,644.0
43508,Easton,19,96644.0,706.0
34230,Colter,18,114244.0,886.0
48072,Chase,24,86176.0,649.0
48880,Ashley,18,92304.0,751.0
13602,Hayley,21,94050.0,765.0
44412,Kinsley,22,104277.0,956.0
20849,Adriana,24,93084.0,700.0
8242,Royal,23,95288.0,837.0
3553,Forrest,23,106592.0,892.0
20337,Dawson,24,105097.0,780.0
13278,Otto,18,89759.0,844.0
22475,Mariah,18,91660.0,785.0
34818,Leif,23,97480.0,904.0
12450,Kinsley,18,89503.0,815.0
26069,Blake,21,107221.0,949.0
14893,Ada,20,88630.0,685.0
47767,Jamison,19,115825.0,839.0
6507,Marcel,19,94954.0,726.0
18743,Dexter,21,81643.0,668.0
24733,Kieran,19,98629.0,737.0
43055,Lucius,19,112410.0,935.0
1165,Bella,21,106886.0,870.0
14925,Hayden,18,85827.0,649.0
42348,Hendrix,18,89211.0,748.0
1966,Haley,18,103444.0,840.0
22429,Nina,18,111878.0,787.0
45711,Jack,21,79890.0,677.0
496,Maisie,22,100200.0,796.0
32752,Joseph,18,106101.0,834.0
10808,Alexandra,23,119799.0,879.0
29168,Valeria,21,88595.0,718.0
56,Aria,19,107006.0,753.0
46244,Angel,24,103484.0,837.0
33668,Madelyn,18,88818.0,721.0
41931,Addison,24,105931.0,921.0
34021,Soren,24,122943.0,791.0
44622,Rosalie,20,111368.0,930.0
47243,Thomas,20,76313.0,683.0
49312,Haven,21,93254.0,652.0
40513,Peyton,24,98291.0,789.0
36697,Bryce,22,98743.0,731.0
35101,Jordan,19,85098.0,684.0
45012,Jose,18,110583.0,841.0
41637,Griffin,22,101572.0,769.0
2981,Lennon,18,99583.0,878.0
4881,Titus,23,131610.0,1064.0
21084,Soren,24,118274.0,881.0
25250,Benjamin,19,96981.0,789.0
24775,Conrad,22,119998.0,1003.0
35258,Amara,18,112416.0,796.0
12319,Ryder,20,85441.0,702.0
1338,Mack,24,95818.0,843.0
22181,Addison,21,96482.0,795.0
21914,Dahlia,20,80168.0,816.0
20932,Otis,21,91065.0,745.0
8396,Aiden,21,101267.0,839.0
16044,Nathan,22,118911.0,971.0
49951,Leilani,19,87952.0,692.0
42318,Rory,24,96597.0,804.0
30235,Kylie,20,89497.0,758.0
16739,Jensen,21,107958.0,767.0
21446,Reagan,22,92936.0,668.0
25305,Isabel,22,77055.0,669.0
17557,Nora,23,101294.0,741.0
2102,Nola,20,107805.0,829.0
36854,Ophelia,20,79411.0,716.0
12850,Kashton,19,97984.0,699.0
43135,Zeke,23,92331.0,841.0
12926,Ramiro,22,97719.0,825.0
9214,Savannah,22,107855.0,795.0
39825,Kenneth,19,102293.0,750.0
8959,Mallory,18,96469.0,717.0
13873,Kaiden,23,110729.0,827.0
241,Kyler,22,99929.0,872.0
32840,Hudson,21,86734.0,716.0
25003,Anaya,20,104950.0,849.0
40801,Brianna,23,79736.0,808.0
24941,Zayn,18,98996.0,791.0
34120,Briella,24,135981.0,902.0
40138,Roselyn,20,96495.0,862.0
17991,Nova,23,92021.0,814.0
49291,Thatcher,18,103350.0,790.0
41867,Charlotte,20,109010.0,923.0
20815,Ellie,21,100821.0,803.0
48126,Zachary,22,92222.0,756.0
20590,Carter,20,103071.0,814.0
39191,Harley,23,93574.0,722.0
33690,Andrea,18,104813.0,831.0
39264,Colt,22,101422.0,696.0
49779,Juliette,18,121164.0,998.0
3471,Kaysen,19,105986.0,937.0
45330,Hugo,18,95216.0,723.0
4549,Tatum,18,85721.0,700.0
12385,Harrison,24,74806.0,520.0
9989,Maya,18,102495.0,890.0
44304,Isla,24,86070.0,631.0
29041,Parker,18,97284.0,801.0
30942,Mckenzie,23,88030.0,688.0
46871,Holly,21,107281.0,921.0
10862,Rebecca,20,98041.0,685.0
10675,Daniel,21,80475.0,787.0
17339,Rory,22,100763.0,898.0
47013,Amina,19,84061.0,748.0
40043,Milo,21,106519.0,879.0
7841,Ryder,18,96656.0,843.0
11242,Mallory,23,92982.0,774.0
7149,Josie,24,82103.0,812.0
6092,Emma,19,82970.0,664.0
3869,Layla,24,115548.0,876.0
1940,Leia,19,102311.0,718.0
20545,Mag,21,102929.0,744.0
40865,Aubree,21,104999.0,759.0
25479,Natalia,22,96771.0,836.0
17844,Otto,23,104168.0,698.0
29536,Aisha,24,100927.0,812.0
20494,Zeke,24,114442.0,941.0
1219,Rowan,20,95654.0,922.0
48517,Karsyn,19,119552.0,938.0
33506,Scarlett,24,118092.0,1045.0
37234,Moses,23,112483.0,860.0
44807,Thea,20,101916.0,717.0
49561,Maya,21,112981.0,960.0
35371,Francisco,21,111528.0,882.0
5351,Emily,22,103946.0,796.0
25547,Ada,19,115189.0,816.0
31716,Atticus,19,104482.0,838.0
9054,Alora,23,102648.0,703.0
20670,Parker,21,85439.0,575.0
14775,Arabella,22,93164.0,758.0
19713,Braden,20,102991.0,802.0
7718,Aubrey,20,121013.0,934.0
42624,Isabella,19,103088.0,818.0
2489,Andrea,23,106717.0,888.0
37969,Chandler,20,119255.0,851.0
14636,Jonah,18,93633.0,746.0
14088,Leila,23,109363.0,893.0
47449,Bennett,19,118021.0,802.0
10912,Jane,19,107020.0,862.0
298,Adalyn,18,102088.0,823.0
35285,Emmett,24,83039.0,764.0
18147,Elliot,24,94728.0,785.0
28813,Apollo,22,116353.0,884.0
11041,Cade,23,115878.0,837.0
42540,Avianna,24,93408.0,692.0
43348,Jamal,24,81336.0,637.0
37237,Tiana,18,77239.0,664.0
17760,Max,18,102674.0,918.0
43776,Enzo,20,101206.0,784.0
18167,Russell,23,107021.0,820.0
26964,Augustine,21,111909.0,795.0
17488,Colter,18,75625.0,713.0
34900,Shiloh,23,111073.0,855.0
49465,Nicole,20,104515.0,774.0
49146,Macy,21,94564.0,794.0
46093,Briggs,22,91651.0,674.0
9356,Jocelyn,18,92418.0,849.0
14454,Jovanni,19,89561.0,713.0
23411,Samson,18,112223.0,857.0
15366,Eva,19,91009.0,796.0
31451,Valeria,19,87249.0,636.0
27502,Serenity,19,98473.0,865.0
22811,Darrell,20,89096.0,788.0
11310,Apollo,23,107648.0,727.0
22879,Levi,22,81451.0,627.0
32928,Rhett,22,93336.0,815.0
15443,Micah,21,80056.0,569.0
8110,Angelina,21,111695.0,889.0
10978,Alina,21,104565.0,768.0
40425,Elena,24,93165.0,681.0
3782,Randy,22,82366.0,711.0
28900,Tiffany,18,107146.0,801.0
11834,Marcel,19,112900.0,819.0
16797,Andrew,24,93535.0,777.0
30078,Enzo,24,84725.0,636.0
2540,Max,19,118215.0,846.0
27079,Haley,18,110596.0,999.0
44447,Leonardo,21,113979.0,936.0
9273,Asher,20,90300.0,858.0
27380,Melanie,18,105310.0,665.0
44901,Olivia,21,99648.0,969.0
23466,Briella,24,104678.0,854.0
34814,Noel,18,87289.0,694.0
2945,Kellen,24,99948.0,739.0
37188,Brody,23,113195.0,859.0
9070,Scarlet,21,114107.0,883.0
27947,Dawson,23,94675.0,741.0
2431,Autumn,19,86831.0,623.0
18730,Hayden,23,87979.0,730.0
3042,Mag,22,96574.0,794.0
43714,Emerson,23,97885.0,926.0
17900,Kylo,24,113659.0,930.0
20599,Luna,19,101671.0,818.0
14154,Eliza,19,85609.0,718.0
31664,Rory,19,92951.0,753.0
45775,Tristan,20,99400.0,726.0
41108,Amelia,22,122639.0,1011.0
35593,Thatcher,20,87134.0,753.0
3083,Christopher,18,86120.0,726.0
3833,Sofia,18,80951.0,675.0
30330,Anaya,23,94677.0,758.0
9770,Cecelia,20,79057.0,800.0
6757,Thea,24,103610.0,736.0
43222,Dahlia,21,86642.0,668.0
36027,Aspen,21,109088.0,843.0
41643,Drew,24,98183.0,894.0
40340,Benjamin,21,83885.0,675.0
39672,Kennedy,22,106012.0,838.0
8004,Raelyn,21,100319.0,782.0
35515,Forrest,24,91190.0,718.0
20817,Leilani,21,110034.0,822.0
27489,Connor,22,97738.0,774.0
44474,Rosie,21,98473.0,833.0
18668,Bella,22,117024.0,909.0
2678,Talon,23,88533.0,627.0
39768,Evangeline,24,107634.0,897.0
49502,Elijah,22,105471.0,934.0
49580,Tristan,18,111077.0,821.0
23169,Saul,18,93300.0,684.0
41819,Isla,21,93128.0,745.0
6052,Isla,24,79785.0,581.0
12238,Penelope,19,128950.0,941.0
37670,Kieran,24,102131.0,774.0
14821,Miriam,18,115625.0,916.0
4589,Matthew,22,102028.0,859.0
34701,Eliza,20,120653.0,995.0
47313,Easton,22,113294.0,848.0
17461,Amiyah,24,90100.0,788.0
30484,Zoey,20,103738.0,729.0
22433,Blake,22,102234.0,738.0
10603,Kolton,24,104698.0,842.0
41269,Kaiden,23,105488.0,835.0
42195,Esther,24,126673.0,970.0
33594,Willow,18,95905.0,843.0
25866,Lena,19,96266.0,767.0
12154,Amber,18,101960.0,809.0
15743,Rocco,21,101961.0,792.0
29180,Cali,20,105299.0,844.0
23109,Emmett,21,98421.0,800.0
316,Arabella,23,73259.0,637.0
24121,Helena,22,102386.0,829.0
22911,Nicholas,20,102550.0,746.0
22897,Christian,23,101732.0,834.0
17277,Jasper,18,115400.0,890.0
13355,Leia,19,108363.0,955.0
42034,Malachi,23,109371.0,794.0
37714,Brodie,22,107567.0,788.0
48677,Enoch,19,110855.0,732.0
28979,Thomas,20,109215.0,790.0
29945,Juniper,18,113467.0,898.0
24353,Liam,22,92789.0,674.0
2768,Cohen,22,104201.0,782.0
3649,Titan,18,86241.0,653.0
45586,Kaydence,18,96346.0,691.0
18690,Mae,19,116537.0,832.0
21802,Jolie,24,118739.0,901.0
11524,Brandon,24,98811.0,807.0
11628,Gideon,24,114527.0,910.0
38316,Juniper,23,115469.0,919.0
38367,Landen,24,112686.0,888.0
25770,Analia,20,112241.0,860.0
36228,Anaya,19,88924.0,699.0
20963,Sabrina,22,100424.0,857.0
14203,Emmanuel,21,113486.0,947.0
17058,Arabella,19,109438.0,909.0
13056,Lincoln,22,110489.0,823.0
19124,Robert,23,93871.0,702.0
34263,Sophia,23,104426.0,806.0
6705,Lawson,21,94704.0,688.0
27503,Tyler,23,94263.0,652.0
34201,Clarissa,23,102602.0,842.0
41729,Rohan,21,83253.0,695.0
5490,Bryson,21,91248.0,692.0
33357,Leighton,20,98099.0,867.0
25746,Killian,21,69618.0,551.0
22392,Atticus,23,110414.0,771.0
18877,Jase,20,115551.0,880.0
36637,Brandon,22,104790.0,843.0
11266,Liv,18,109593.0,829.0
26878,Caden,22,108700.0,731.0
28868,Paola,21,89585.0,774.0
38563,Mathias,18,91694.0,784.0
37569,Giselle,18,114015.0,942.0
40079,Dillon,18,89707.0,691.0
46981,Dylan,24,86109.0,778.0
20962,Nehemiah,21,116967.0,860.0
35331,Anderson,24,95201.0,777.0
31014,Karsyn,21,99821.0,818.0
25068,Shane,22,110940.0,850.0
46614,Ezekiel,20,107242.0,885.0
7684,Lillian,22,106873.0,730.0
33139,Sabrina,24,93918.0,830.0
193,Ezekiel,21,108983.0,846.0
34124,Samara,23,109511.0,919.0
20547,Nicole,23,89234.0,766.0
23985,Raelyn,23,100467.0,907.0
32919,Evangeline,19,88253.0,794.0
6704,Hattie,19,75024.0,564.0
17884,Kieran,19,87957.0,720.0
47779,Rory,21,93460.0,754.0
16194,Gideon,21,124380.0,981.0
2526,Caden,18,95350.0,757.0
31038,Ellianna,18,107619.0,886.0
20435,Camilla,18,105870.0,891.0
11473,Mila,22,112464.0,829.0
19966,Peyton,22,134221.0,956.0
33412,Priscilla,18,110369.0,758.0
6810,Benito,24,96969.0,809.0
33828,Norah,24,127108.0,1064.0
19195,Elliana,20,106484.0,779.0
44867,Valerie,23,96509.0,698.0
1643,Colton,19,99035.0,850.0
36478,Paola,20,91970.0,888.0
42835,Rowan,22,85213.0,651.0
40088,Nova,19,89131.0,698.0
7509,Brody,20,92568.0,772.0
44952,Joshua,21,100050.0,707.0
20672,Levi,24,86170.0,725.0
42380,Raylan,18,122271.0,879.0
42968,Amara,23,113130.0,927.0
5513,Cecilia,22,103804.0,810.0
10265,Skyler,21,100164.0,831.0
953,Isabel,22,99988.0,836.0
7196,Asa,19,126143.0,974.0
15045,Alexandria,18,97385.0,737.0
9585,Colt,18,100782.0,733.0
30175,Maisie,24,93533.0,754.0
47495,Gabriel,18,95987.0,846.0
45562,Dana,23,109256.0,832.0
40097,Raylan,24,94024.0,741.0
21879,Remi,18,122212.0,973.0
1173,Kaiya,21,106803.0,792.0
40432,Robert,21,102497.0,745.0
8163,Emmitt,24,97895.0,712.0
7444,Jakob,22,113047.0,802.0
47520,Clara,21,83862.0,719.0
30514,Lillian,22,92445.0,741.0
14099,Lachlan,24,107955.0,825.0
2763,Mariana,24,90269.0,715.0
31290,Isaiah,20,128013.0,849.0
46776,Apollo,22,112106.0,928.0
33358,Rohan,24,88199.0,720.0
14837,Fiona,22,101066.0,732.0
29473,Kameron,19,105287.0,796.0
25239,Allison,24,84840.0,734.0
46209,Drew,22,111797.0,847.0
41578,Rosalie,20,113166.0,932.0
39599,Jackson,23,93784.0,851.0
23667,Addison,22,109578.0,866.0
7091,Camila,23,89457.0,797.0
45296,Kylo,20,99197.0,846.0
15346,Allison,21,109753.0,900.0
22230,Jayce,21,88958.0,797.0
42401,Raegan,22,113210.0,885.0
27873,Tobias,18,104557.0,843.0
16285,Lucia,24,93342.0,822.0
35973,Andrea,24,76290.0,607.0
17334,Amina,18,81705.0,723.0
5379,Luna,23,89799.0,778.0
26387,Mathias,20,79204.0,638.0
39583,Henry,24,103153.0,788.0
38561,August,20,114952.0,825.0
36354,Thatcher,23,102243.0,929.0
6352,Daniella,21,103545.0,821.0
7377,Alessia,19,84087.0,717.0
28236,Anthony,18,94249.0,692.0
49051,Asa,19,108933.0,859.0
19286,Erick,24,103129.0,757.0
49317,Jase,23,107283.0,849.0
45763,Leo,21,109783.0,857.0
10431,Adeline,19,101677.0,744.0
17567,Layla,20,98923.0,799.0
18858,Jimena,23,87551.0,748.0
